N1;N2;N3;N4;N5;E1;E2;HasWin
48;12;27;40;31;4;10;0
25;8;34;38;13;2;9;0
27;25;41;5;44;3;11;0
26;36;12;12;21;2;7;0
49;2;42;24;27;8;7;0
12;12;15;30;4;3;6;0
7;33;8;35;29;9;3;0
4;2;36;47;19;9;10;0
19;39;38;31;23;1;0;0
38;36;11;47;25;11;1;0
22;4;6;6;40;5;8;0
10;11;49;19;29;7;6;0
32;6;31;32;32;9;5;0
25;13;39;42;43;6;0;0
37;39;40;34;34;8;2;0
8;24;27;46;35;11;0;0
4;35;24;2;42;7;7;0
18;31;31;17;9;6;6;0
27;37;48;6;2;8;2;0
48;32;11;12;6;8;4;0
13;34;26;0;33;0;7;0
24;19;35;27;28;4;8;0
37;35;46;27;32;7;2;0
8;36;45;8;9;8;6;0
35;2;42;49;0;10;3;0
39;27;1;17;28;11;4;0
21;9;32;33;11;4;5;0
20;10;2;0;44;8;5;0
1;29;7;22;22;9;6;0
21;12;5;14;45;7;3;0
19;37;26;34;14;6;5;0
17;8;7;2;44;2;1;0
18;25;39;28;6;9;5;0
19;12;6;38;32;5;4;0
48;44;33;1;27;9;9;0
39;14;47;37;20;5;2;0
48;44;29;24;43;0;9;0
39;1;11;20;49;0;7;0
8;40;21;34;49;1;1;0
39;29;38;26;44;11;1;0
1;46;18;36;27;4;2;0
12;24;12;32;23;1;0;0
18;6;29;26;2;9;3;0
16;38;12;12;23;9;1;0
23;35;29;10;47;7;2;0
33;36;15;26;2;9;3;0
39;16;1;14;20;11;11;0
36;20;2;4;38;10;3;0
10;26;1;16;16;9;6;0
23;41;45;5;7;0;11;0
14;41;40;32;22;2;4;0
20;35;4;16;31;11;5;0
38;37;21;7;2;1;7;0
16;42;21;27;48;8;7;0
35;25;42;47;41;5;0;0
30;11;8;44;3;11;8;0
14;40;21;40;37;6;11;0
29;46;19;5;27;1;7;0
26;16;2;49;15;11;3;0
17;6;2;20;14;9;0;0
6;0;18;34;33;6;1;0
11;47;18;33;9;11;10;0
31;24;40;22;7;7;11;0
7;2;3;18;32;9;7;0
10;48;46;12;7;2;10;0
46;39;16;16;36;7;5;0
11;1;43;42;22;5;8;0
2;10;15;45;34;0;6;0
43;12;32;22;19;3;6;0
41;9;35;32;2;10;11;0
33;36;27;32;13;4;6;0
23;9;15;13;34;11;7;0
15;7;47;24;48;8;8;0
8;27;6;3;34;6;2;0
36;3;14;2;20;2;6;0
40;23;16;4;39;6;10;0
44;24;43;17;35;0;6;0
49;32;6;20;48;6;11;0
33;45;29;35;8;7;0;0
48;27;13;20;8;0;1;0
13;23;21;29;23;10;1;0
26;10;33;37;25;0;0;0
31;14;3;17;34;3;0;0
21;0;44;41;36;1;8;0
27;28;49;32;2;1;10;0
42;45;17;2;23;6;10;0
8;19;44;19;29;3;10;0
24;44;37;43;37;3;1;0
24;22;20;30;13;4;7;0
13;36;41;34;22;11;11;0
36;18;15;21;3;10;7;0
12;41;8;4;36;4;3;0
42;11;14;49;17;5;11;0
14;6;31;42;20;3;5;0
21;14;9;31;36;10;8;0
33;28;22;41;20;5;1;0
15;1;45;35;0;5;10;0
1;28;12;13;11;7;5;0
46;4;27;10;7;3;1;0
6;17;13;23;23;0;10;0
19;4;33;44;7;4;2;0
7;24;21;41;24;10;10;0
23;21;19;46;48;2;6;0
19;39;39;13;15;10;1;0
45;3;15;47;1;2;2;0
25;40;42;6;1;6;6;0
16;8;8;43;49;11;11;0
10;27;34;37;11;3;4;0
33;23;36;27;20;2;11;0
12;2;45;8;25;1;11;0
14;25;41;40;10;6;7;0
38;45;35;24;27;0;0;0
0;41;49;10;3;3;11;0
22;36;5;45;14;3;6;0
47;38;48;32;1;5;2;0
2;15;5;43;42;5;4;0
18;47;11;33;32;8;7;0
7;9;30;31;12;1;6;0
16;11;43;30;46;8;8;0
26;15;14;2;17;1;9;0
42;37;12;6;34;11;1;0
19;40;46;3;3;2;0;0
25;17;37;17;40;6;9;0
7;15;47;41;23;3;2;0
30;48;4;22;44;0;6;0
27;15;10;19;43;10;5;0
33;48;14;19;48;0;6;0
0;23;44;14;44;11;5;0
34;19;47;12;22;0;8;0
34;5;3;2;38;5;8;0
35;42;48;46;15;11;11;0
22;11;4;39;48;3;2;0
16;12;48;10;46;9;2;0
38;43;10;40;15;2;1;0
34;12;41;48;24;8;7;0
45;48;14;18;0;7;2;0
5;23;29;4;37;6;8;0
24;33;27;29;36;5;0;0
37;6;30;45;13;5;4;0
10;1;12;34;48;5;8;0
28;43;29;17;25;4;11;0
21;25;7;37;26;6;7;0
46;1;21;5;17;10;2;0
2;14;2;46;5;10;0;0
2;49;43;48;45;10;9;0
37;22;16;29;20;11;7;0
49;37;43;15;17;2;11;0
36;2;44;20;1;7;1;0
8;47;40;26;37;7;4;0
19;8;9;10;19;6;5;0
28;33;48;34;21;2;0;0
19;10;45;48;12;8;2;0
3;33;30;41;39;10;11;0
38;2;15;13;48;8;7;0
1;36;38;13;7;5;0;0
9;3;43;26;13;11;3;0
4;45;48;23;5;6;9;0
31;17;26;35;32;3;0;0
46;49;33;4;15;1;6;0
18;27;5;24;7;6;5;0
13;17;28;10;2;9;4;0
18;41;1;12;12;3;3;0
0;23;39;23;33;5;5;0
49;30;38;2;24;7;3;0
11;35;8;32;23;3;8;0
43;36;15;32;24;9;10;0
41;33;6;41;48;8;7;0
12;46;30;39;23;7;1;0
8;13;26;28;33;11;4;0
15;32;40;38;31;6;11;0
49;29;3;20;20;1;3;0
48;16;4;10;13;5;8;0
40;6;17;21;37;6;1;0
23;18;25;26;12;7;8;0
11;11;24;8;34;7;2;0
40;25;47;5;10;3;4;0
48;12;49;4;5;6;1;0
37;33;30;4;26;6;4;0
17;18;44;16;25;11;3;0
17;21;30;34;21;5;4;0
9;42;4;11;29;9;2;0
42;26;28;47;9;11;2;0
45;13;18;23;14;2;1;0
39;1;46;30;48;5;2;0
23;47;25;13;44;9;3;0
41;36;6;24;21;1;7;0
32;42;7;4;33;4;4;0
46;34;45;11;6;2;2;0
44;47;26;25;49;4;4;0
45;35;42;19;30;2;2;0
29;21;45;27;33;7;0;0
7;6;28;27;21;8;8;0
12;29;33;37;45;8;9;0
16;33;12;48;23;10;6;0
10;10;23;29;22;4;6;0
35;36;46;30;30;11;6;0
16;47;3;23;32;4;2;0
35;39;10;18;39;8;3;0
28;43;40;14;16;9;11;0
41;11;6;27;28;1;0;0
9;28;14;36;10;3;11;0
21;35;34;4;17;6;11;0
32;35;49;13;4;5;7;0
12;29;33;10;24;3;7;0
11;2;35;42;1;5;10;0
15;14;16;22;29;8;9;0
17;40;15;48;6;11;10;0
12;23;25;23;48;2;7;0
0;12;37;23;45;8;9;0
46;28;38;32;46;3;11;0
33;29;19;7;39;8;0;0
20;42;49;2;7;7;11;0
45;16;17;4;1;4;4;0
36;0;8;33;35;5;9;0
0;37;48;43;28;11;4;0
22;24;31;27;24;6;10;0
21;32;9;46;22;8;7;0
38;44;30;11;17;1;8;0
17;18;7;37;10;10;7;0
20;40;29;46;44;8;3;0
29;10;10;40;46;6;10;0
40;23;40;14;37;3;6;0
24;21;36;19;19;8;6;0
21;18;30;5;0;2;8;0
2;14;25;6;45;1;4;0
13;41;26;46;1;3;2;0
38;20;5;30;9;10;9;0
21;45;35;39;10;7;9;0
24;38;41;34;7;1;9;0
38;24;14;32;29;0;8;0
17;34;24;42;42;11;3;0
31;37;24;20;12;7;0;0
48;18;0;13;23;9;8;0
27;38;20;38;12;5;10;0
13;40;39;44;0;1;8;0
9;28;31;11;10;10;8;0
38;18;49;42;12;5;4;0
35;22;40;17;15;4;10;0
8;28;37;28;34;7;5;0
11;4;8;10;36;7;5;0
23;49;0;46;21;10;5;0
20;24;11;18;49;8;0;0
23;46;26;37;23;5;6;0
42;6;2;21;4;5;6;0
28;49;20;32;24;4;11;0
40;42;32;34;3;9;6;0
39;1;15;48;26;8;5;0
7;1;9;4;15;11;1;0
34;6;8;13;42;5;3;0
3;26;3;40;33;4;4;0
32;42;17;35;3;0;9;0
43;36;14;5;26;5;11;0
17;24;44;28;23;2;11;0
45;47;12;25;43;11;10;0
3;33;35;5;32;7;10;0
22;32;14;30;44;10;6;0
17;10;9;0;4;2;4;0
47;31;25;43;10;10;10;0
48;25;7;20;40;0;0;0
9;14;29;33;32;11;0;0
36;32;42;40;16;8;1;0
39;30;1;1;33;0;3;0
19;40;21;8;28;5;7;0
44;13;38;0;37;4;1;0
45;4;34;11;11;6;3;0
1;21;26;36;19;2;9;0
31;47;47;19;43;11;9;0
19;22;36;38;11;2;3;0
12;44;16;27;43;10;7;0
22;7;20;7;14;5;9;0
33;11;36;3;6;5;1;0
29;21;45;44;48;4;11;0
22;25;40;21;4;5;2;0
38;47;19;10;41;4;6;0
1;36;45;47;30;2;10;0
27;5;1;9;22;11;6;0
33;35;49;10;27;8;4;0
22;12;26;2;42;10;8;0
20;39;46;41;36;10;0;0
25;32;17;48;3;1;0;0
28;46;27;49;0;6;6;0
3;17;46;2;49;10;3;0
46;39;8;14;42;4;7;0
32;22;41;17;45;8;10;0
32;26;14;44;41;6;5;0
12;13;15;30;24;0;2;0
7;49;5;7;43;11;4;0
21;46;25;20;21;9;4;0
6;44;14;4;27;8;8;0
34;37;24;0;18;6;3;0
46;6;18;22;1;0;0;0
21;6;43;44;35;8;7;0
26;29;2;7;43;5;7;0
46;45;48;44;48;4;6;0
7;35;34;19;38;10;5;0
25;5;4;4;21;5;3;0
21;37;14;39;13;9;5;0
9;38;20;46;35;7;4;0
16;46;38;40;25;7;3;0
24;48;23;25;30;9;7;0
25;6;36;22;18;9;3;0
22;22;3;4;13;8;4;0
47;49;25;16;48;10;6;0
45;40;36;10;10;11;1;0
37;47;49;30;33;9;11;0
41;38;15;43;19;6;0;0
16;8;21;37;11;1;7;0
40;43;13;19;34;11;4;0
5;1;49;28;1;3;9;0
5;41;18;19;48;2;3;0
17;48;29;45;24;11;6;0
15;12;5;17;45;8;0;0
42;16;0;38;14;2;1;0
34;29;7;6;37;1;11;0
16;41;13;41;33;5;5;0
1;49;37;34;1;7;7;0
45;29;17;3;47;0;6;0
19;34;41;8;21;6;7;0
12;37;19;41;47;2;11;0
24;2;49;8;33;7;6;0
42;34;41;30;40;3;10;0
10;44;2;16;18;8;7;0
9;13;41;6;11;1;10;0
12;31;21;25;1;4;2;0
31;12;29;0;32;8;5;0
14;2;22;39;9;4;5;0
0;39;7;8;14;3;5;0
32;8;28;17;0;2;5;0
27;35;29;33;15;8;0;0
15;26;29;21;25;0;6;0
26;9;32;11;24;5;1;0
13;18;22;11;16;5;8;0
38;36;15;19;0;3;10;0
45;34;23;20;25;8;5;0
42;37;29;26;39;9;10;0
31;36;23;9;39;6;3;0
21;41;20;4;31;10;9;0
26;21;21;20;6;9;3;0
21;17;10;15;14;11;10;0
45;24;37;6;37;0;9;0
8;32;18;15;1;4;2;0
37;6;23;2;49;7;11;0
15;32;25;31;47;2;8;0
38;45;43;5;25;1;4;0
42;10;33;35;33;3;8;0
24;40;37;34;46;5;9;0
11;17;45;48;27;11;1;0
40;15;39;15;42;4;11;0
42;21;21;8;4;8;7;0
9;29;33;35;2;8;1;0
31;47;48;11;39;2;1;0
6;46;30;16;6;3;1;0
38;7;48;11;47;5;6;0
44;3;47;30;34;5;4;0
43;2;41;34;31;0;3;0
35;34;2;41;48;2;0;0
42;47;36;34;48;7;7;0
4;14;6;8;40;1;10;0
35;0;36;8;0;4;9;0
5;44;29;21;16;4;0;0
27;3;46;32;43;10;11;0
14;34;16;42;0;7;7;0
22;38;33;22;4;6;3;0
8;24;33;2;2;11;2;0
0;46;35;24;14;3;10;0
12;36;3;0;1;8;8;0
20;32;35;47;18;10;5;0
20;22;36;21;26;5;7;0
26;48;22;26;18;8;8;0
27;6;34;39;27;10;8;0
2;19;31;17;35;6;10;0
27;44;22;43;5;9;6;0
18;16;1;26;1;8;0;0
42;4;14;4;6;1;1;0
4;44;31;32;27;0;5;0
5;14;15;30;38;10;9;0
8;0;49;28;46;0;11;0
13;5;29;49;47;7;11;0
24;24;9;42;12;3;8;0
28;3;20;32;3;10;6;0
9;31;8;36;14;8;2;0
40;27;46;33;8;7;9;0
35;5;1;11;32;6;9;0
26;39;33;3;25;10;3;0
44;47;32;17;26;11;1;0
40;46;12;28;37;10;6;0
36;25;37;2;40;11;11;0
1;42;33;1;30;0;5;0
19;47;26;31;30;11;6;0
5;44;3;47;28;7;5;0
0;31;19;29;45;8;5;0
48;29;37;31;11;8;7;0
38;0;47;9;4;4;0;0
36;35;34;41;23;6;4;0
8;15;42;22;8;5;11;0
34;16;4;46;41;9;5;0
45;18;44;49;16;7;11;0
33;3;43;42;47;7;1;0
0;7;4;41;7;1;7;0
23;7;45;3;0;2;0;0
16;39;14;3;15;10;4;0
20;39;0;32;5;11;9;0
28;13;34;37;21;9;8;0
12;24;35;23;19;9;7;0
12;20;7;24;30;4;11;0
27;14;41;44;31;6;8;0
41;24;48;42;21;2;10;0
22;23;40;33;12;6;3;0
11;3;2;7;24;9;4;0
17;24;25;9;35;2;0;0
42;48;0;46;29;1;5;0
34;22;0;36;30;3;11;0
30;44;37;14;1;9;11;0
6;35;44;20;42;11;7;0
26;41;7;29;35;4;10;0
32;47;40;22;32;4;1;0
14;39;9;11;15;8;6;0
36;6;0;30;7;7;3;0
45;40;31;26;17;5;0;0
7;19;49;9;45;0;3;0
46;43;29;13;41;8;2;0
33;39;0;35;48;3;10;0
11;41;28;7;16;0;4;0
30;40;17;7;14;9;9;0
15;46;3;29;17;0;11;0
1;32;8;9;0;4;8;0
42;30;38;11;18;8;8;0
19;3;27;48;27;2;3;0
24;16;32;42;39;8;7;0
3;38;2;41;23;7;4;0
41;3;15;33;47;10;8;0
14;16;2;46;1;7;5;0
33;43;12;21;37;2;1;0
40;3;22;16;37;10;2;0
37;36;26;4;10;10;10;0
41;17;38;41;41;11;1;0
24;33;4;41;22;5;8;0
39;40;30;28;20;4;11;0
42;39;35;34;44;10;3;0
29;12;14;13;5;7;0;0
4;28;9;17;5;2;6;0
44;42;3;40;17;1;4;0
26;39;25;48;6;1;11;0
47;35;31;22;40;0;11;0
44;38;12;30;47;2;2;0
31;45;34;6;37;1;6;0
3;25;18;25;36;4;7;0
10;8;23;26;22;7;0;0
47;8;43;31;4;11;2;0
44;46;16;4;36;7;10;0
35;47;25;44;49;6;0;0
8;9;38;19;2;1;3;0
36;24;33;9;2;0;9;0
48;25;43;24;4;9;10;0
26;15;5;35;13;11;4;0
11;36;44;25;17;8;3;0
10;20;7;32;8;10;2;0
11;37;25;35;0;3;5;0
1;25;36;49;6;7;1;0
7;49;35;1;8;10;1;0
45;23;26;42;28;7;6;0
22;47;29;35;31;3;10;0
48;7;2;17;31;7;3;0
19;42;1;48;29;5;2;0
15;11;14;27;21;11;6;0
37;15;13;34;1;2;6;0
28;37;4;41;30;8;3;0
14;9;37;23;7;10;7;0
2;9;19;4;8;2;3;0
33;32;35;33;47;5;6;0
26;8;8;31;32;6;1;0
25;15;22;18;49;0;8;0
26;25;27;37;49;3;2;0
48;9;11;34;40;10;1;0
16;41;27;48;40;3;1;0
0;30;5;26;46;4;9;0
49;13;21;4;31;9;2;0
28;15;12;45;7;10;3;0
27;12;0;21;45;1;8;0
29;45;0;14;44;2;7;0
32;32;24;46;29;8;6;0
3;27;29;4;37;6;5;1
